year,month,day,hour,minute,second,datetime,event_id,latitude,longitude,depth_km,magnitude,err_x_m,err_y_m,err_z_m,err_h_m,in_tule,utm_x_m,utm_y_m,along_fault_m,r_proj_m,dist_to_fault_m,d_euclid_ref_m,t_days_since_rain,distance_km,t_days,t_seconds,Dmin_m2s,selected_envelope
2025,4,1,11,25,31.04,2025-04-01 11:25:31.040,1118,22.986977,-109.772347,2.7,1.8,172.4,104.6,133.8,201.6504897092987,True,625830.5580107516,2542604.624235443,1127.1014790551442,2282.485314517479,2282.485314517479,2545.603455975861,199.47605370370368,2.282485314517479,199.47605370370368,17234731.04,0.07557035846536707,True
2025,4,2,9,15,37.48,2025-04-02 09:15:37.480,1130,22.9909,-109.773535,6.314,1.8,182.6,105.2,280.9,210.7363281449119,True,625705.147003446,2543037.9495669464,699.010368994266,2140.229329888036,2140.229329888036,2251.4877482399256,200.38585046296296,2.1402293298880357,200.38585046296296,17313337.48,0.06614238285663265,False
2025,4,4,10,39,12.37,2025-04-04 10:39:12.370,1162,23.004417,-109.765568,10.892,1.7,215.1,158.7,209.4,267.3082490309642,True,626509.2045175957,2544541.3712394554,-83.96611715453287,625.7218080947029,625.7218080947029,631.3304126646465,202.4438931712963,0.6257218080947029,202.4438931712963,17491152.37,0.005596083277463669,False
2025,4,28,15,56,12.53,2025-04-28 15:56:12.530,1198,23.009497,-109.769971,10.55,2.2,161.5,112.9,95.1,197.0498921593209,True,626053.2000393879,2545100.0233590454,-802.6735813018165,684.813735182122,684.813735182122,1055.1088711663708,226.66403391203704,0.684813735182122,226.66403391203704,19583772.53,0.005986714908678647,False
2025,4,29,0,46,14.22,2025-04-29 00:46:14.220,1215,23.002146,-109.771468,11.385,1.7,168.0,120.2,89.4,206.5721181573157,True,625906.5926828651,2544284.8514328483,-214.1428788733815,1267.5920794483104,1267.5920794483104,1285.553130933246,227.03210902777775,1.2675920794483104,227.03210902777775,19615574.22,0.020478494050939027,False
2025,4,29,0,59,41.47,2025-04-29 00:59:41.470,1217,23.008549,-109.761499,12.702,2.0,94.6,97.9,91.0,136.1380549295457,True,626922.390618415,2545002.375389499,-229.61836853245416,24.030024923043342,24.030024923043342,230.8723397579451,227.0414521990741,0.024030024923043344,227.0414521990741,19616381.470000003,7.359182154532246e-06,False
2025,4,29,8,30,27.62,2025-04-29 08:30:27.620,1233,23.002891,-109.757812,12.176,1.6,121.6,96.9,97.7,155.4868804754922,True,627305.5869051105,2544379.131041299,501.0433530619566,61.53149552401192,61.53149552401192,504.8074549657423,227.3544863425926,0.06153149552401192,227.3544863425926,19643427.62,4.818564527871205e-05,False
2025,4,29,16,14,58.16,2025-04-29 16:14:58.160,1249,22.998374,-109.765967,1.341,1.8,189.2,142.9,158.3,237.1013496376602,True,626473.9408524478,2543871.959900144,447.57539494181754,1034.1562437103437,1034.1562437103437,1126.8553015194148,227.67706203703705,1.0341562437103438,227.67706203703705,19671298.16,0.013591872886403952,False
2025,4,29,17,43,58.32,2025-04-29 17:43:58.320,1257,23.012608,-109.765487,12.794,2.1,92.3,99.6,90.5,135.79193643217553,True,626509.8677907819,2545448.3306570374,-830.8324055416329,111.16707597874928,111.16707597874928,838.2366043544993,227.73886944444445,0.11116707597874928,227.73886944444445,19676638.32,0.0001570151183942814,False
2025,4,29,18,9,13.22,2025-04-29 18:09:13.220,1258,23.013436,-109.765535,12.655,2.2,92.1,98.6,89.2,134.92357095778334,True,626504.176041889,2545539.9636011627,-909.5543488380712,63.924636391582624,63.924636391582624,911.7979340994602,227.7564030092593,0.06392463639158262,227.7564030092593,19678153.220000003,5.191492174228595e-05,False
2025,4,29,23,15,17.72,2025-04-29 23:15:17.720,1271,23.007662,-109.765007,12.093,2.4,163.5,110.5,106.8,197.3385415979352,True,626563.6770113509,2544901.1347607714,-349.50299252497405,376.9504036606438,376.9504036606438,514.0466404946485,227.96895509259255,0.3769504036606438,227.96895509259255,19696517.719999995,0.0018035117785775072,False
2025,4,30,3,7,32.22,2025-04-30 03:07:32.220,1282,23.001288,-109.75839,10.798,1.7,216.7,146.1,166.9,261.350530896725,True,627247.8472475967,2544201.148334713,614.9597251569703,209.97263558350895,209.97263558350895,649.818414065823,228.13023402777776,0.20997263558350895,228.13023402777776,19710452.22,0.0005592021329823788,False
2025,4,30,3,35,36.75,2025-04-30 03:35:36.750,1285,22.998775,-109.757552,10.834,1.5,209.0,162.6,184.5,264.8013595131264,True,627336.0979031551,2543923.641876434,893.6117739447521,294.53650670785555,294.53650670785555,940.9005028781488,228.14973090277775,0.2945365067078555,228.14973090277775,19712136.749999996,0.001100232751069803,False
2025,4,30,5,54,53.86,2025-04-30 05:54:53.860,1296,23.007471,-109.764665,11.257,1.7,189.9,142.6,241.2,237.4800412666294,True,626598.9076458942,2544880.2830535197,-312.3567740741017,359.74140135257085,359.74140135257085,476.4248420864416,228.24645671296295,0.3597414013525708,228.24645671296295,19720493.86,0.0016406013556994087,False
2025,4,30,8,33,29.03,2025-04-30 08:33:29.030,1310,23.00401,-109.775675,10.663,1.7,176.3,133.9,112.8,221.3840554330867,True,625473.667028975,2544487.6214120244,-626.5600601897979,1509.3612975185492,1509.3612975185492,1634.2426488964,228.3565859953704,1.5093612975185493,228.3565859953704,19730009.030000005,0.02886683329671641,False
2025,4,30,10,15,23.47,2025-04-30 10:15:23.470,1315,23.00215,-109.759993,11.834,2.0,136.5,98.9,101.5,168.5629259356873,True,627082.7367295763,2544295.196551512,443.8991870363134,292.7061991589529,292.7061991589529,531.7174129907545,228.42735497685183,0.2927061991589529,228.42735497685183,19736123.47,0.001085280490319113,False
2025,4,30,11,48,1.08,2025-04-30 11:48:01.080,1321,23.002203,-109.757935,12.561,1.9,81.6,95.6,92.1,125.68977683168984,True,627293.6252615195,2544302.850277074,557.1118173412935,114.61787062626344,114.61787062626344,568.7801273675248,228.49167916666664,0.11461787062626344,228.49167916666664,19741681.08,0.000166364457688054,False
2025,4,30,12,44,49.99,2025-04-30 12:44:49.990,1325,23.014284,-109.766414,12.255,2.1,117.7,98.2,93.8,153.2857788576618,True,626413.2986782796,2545633.093669559,-1037.7876852186855,86.01799052291352,86.01799052291352,1041.346423763561,228.5311341435185,0.08601799052291352,228.5311341435185,19745089.99,9.368271678360734e-05,False
2025,4,30,15,25,15.34,2025-04-30 15:25:15.340,1334,23.008191,-109.76097,11.584,1.8,148.2,97.5,101.7,177.39642048248888,True,626976.9438779887,2544963.1966291275,-166.42166118490488,1.2877828434151155,1.2877828434151155,166.4266435886846,228.6425386574074,0.0012877828434151154,228.6425386574074,19754715.34,2.098720005896982e-08,False
2025,5,8,22,38,1.72,2025-05-08 22:38:01.720,1355,22.996187,-109.773291,6.273,1.8,194.9,123.4,290.5,230.68066672350332,True,625725.2618140336,2543623.521491481,227.95856621266876,1791.7909802415472,1791.7909802415472,1806.233657305915,236.94307546296295,1.7917909802415473,236.94307546296295,20471881.72,0.03920639735010843,False
2025,5,9,3,14,43.55,2025-05-09 03:14:43.550,1357,23.014233,-109.765552,12.699,1.7,92.0,61.6,63.5,110.71838149106048,True,626501.69035117,2545628.191065243,-983.6535287801312,15.970745950958076,15.970745950958076,983.7831719478812,237.13522627314816,0.015970745950958074,237.13522627314816,20488483.55,3.1122938602018175e-06,False
2025,5,9,7,4,41.53,2025-05-09 07:04:41.530,1360,23.006323,-109.760734,11.193,2.1,201.9,117.6,151.6,233.6522415899321,True,627002.8807048484,2544756.5800515823,18.5087381726888,97.01592132670348,97.01592132670348,98.76569434583176,237.29492511574077,0.09701592132670347,237.29492511574077,20502281.53,0.00011476879996376089,False
2025,5,9,8,20,57.74,2025-05-09 08:20:57.740,1361,23.007102,-109.764795,11.232,1.9,236.7,124.5,175.3,267.4455832501258,True,626585.927915118,2544839.3158903085,-285.9601090803164,393.65302103964336,393.65302103964336,486.55512016508914,237.34789050925923,0.39365302103964334,237.34789050925923,20506857.74,0.0018891570680691463,False
2025,5,9,8,21,13.41,2025-05-09 08:21:13.410,1362,23.002751,-109.760197,11.058,2.2,165.5,125.8,153.0,207.88431879292867,True,627061.2646585617,2544361.5611494803,377.05248111612514,272.7856669178734,272.7856669178734,465.3822016274955,237.348071875,0.2727856669178734,237.348071875,20506873.41,0.00090715949950155,False
2025,5,9,9,52,14.11,2025-05-09 09:52:14.110,1363,22.998431,-109.755265,12.017,1.9,113.6,96.1,98.9,148.79573246568597,True,627570.8372271055,2543887.54313054,1056.3891321709866,121.59373781393288,121.59373781393288,1063.3640184078704,237.4112744212963,0.12159373781393287,237.4112744212963,20512334.11,0.00018019691221238902,False
2025,5,9,10,49,19.25,2025-05-09 10:49:19.250,1366,23.009349,-109.76189,11.38,1.8,163.2,105.8,108.1,194.493907359588,True,626881.568064001,2545090.611131272,-325.45132151707134,7.65711445169174,7.65711445169174,325.5413861230772,237.45091724537036,0.00765711445169174,237.45091724537036,20515759.25,7.144678514189829e-07,False
2025,5,9,11,9,18.25,2025-05-09 11:09:18.250,1367,23.00356,-109.760409,11.721,1.8,167.8,119.2,114.3,205.828763781936,True,627038.7780582651,2544450.9481598623,290.6626799140844,240.65333014935464,240.65333014935464,377.35768020117433,237.4647945601852,0.24065333014935464,237.4647945601852,20516958.25,0.0007056848364934198,False
2025,5,9,11,50,31.01,2025-05-09 11:50:31.010,1370,23.004995,-109.762004,11.706,1.9,162.3,107.4,105.2,194.61770217531603,True,626873.9557832151,2544608.4467632575,67.48884358050867,287.1896729390637,287.1896729390637,295.01296963130403,237.4934144675926,0.2871896729390637,237.4934144675926,20519431.01,0.0010048756737291028,False
2025,5,9,19,40,50.16,2025-05-09 19:40:50.160,1376,22.999567,-109.758317,12.296,1.7,145.3,104.3,106.5,178.85910656156148,True,627256.9433261929,2544010.666194951,777.0527009385016,310.4318383298765,310.4318383298765,836.7668888553652,237.820025,0.3104318383298765,237.820025,20547650.16,0.001172493271718066,False
2025,5,9,23,56,1.84,2025-05-09 23:56:01.840,1380,23.000909,-109.760132,11.688,1.7,133.4,101.3,108.4,167.50298504802834,True,627069.6517172155,2544157.6751828436,549.7870166611988,381.42548638695746,381.42548638695746,669.1421114791299,237.99724351851853,0.38142548638695745,237.99724351851853,20562961.84,0.0017687797458063935,False
2025,5,10,2,22,30.6,2025-05-10 02:22:30.600,1383,23.001143,-109.758773,11.522,1.8,186.6,128.9,131.9,226.7923499591642,True,627208.7266705077,2544184.76182703,606.2894254577961,251.49086156859468,251.49086156859468,656.3798601986952,238.0989652777778,0.2514908615685947,238.0989652777778,20571750.6,0.0007686226452273105,False
2025,5,10,2,25,23.44,2025-05-10 02:25:23.440,1384,23.001375,-109.758521,11.51,1.7,198.2,129.1,132.0,236.53762914174987,True,627234.3385213101,2544210.6670840085,599.461338207069,215.70781439355343,215.70781439355343,637.090069923754,238.10096574074075,0.21570781439355344,238.10096574074075,20571923.44,0.0005654534604670356,False
2025,5,10,9,6,11.08,2025-05-10 09:06:11.080,1387,22.999123,-109.759285,11.431,2.0,127.5,99.2,106.6,161.54531871892792,True,627158.1406003262,2543960.6675189715,762.2512698698067,420.17136574239726,420.17136574239726,870.3855323981231,238.3792949074074,0.4201713657423973,238.3792949074074,20595971.08,0.002142943101639752,False
2025,5,10,11,18,25.62,2025-05-10 11:18:25.620,1389,23.007251,-109.782674,11.644,1.7,149.2,112.6,96.2,186.92083885966272,True,624753.3260804281,2544840.4817961697,-1325.52558553776,1902.869527709019,1902.869527709019,2319.036549388294,238.4711298611111,1.9028695277090188,238.4711298611111,20603905.62,0.04393478239349876,False
2025,5,10,12,47,59.55,2025-05-10 12:47:59.550,1390,23.004004,-109.761344,11.765,1.8,146.6,100.9,104.8,177.96732846227704,True,626942.5292929224,2544499.296825338,196.28048189875065,292.5514898575154,292.5514898575154,352.2959009018664,238.533328125,0.2925514898575154,238.533328125,20609279.55,0.0010382019178570936,False
2025,5,10,13,3,48.28,2025-05-10 13:03:48.280,1391,23.00614,-109.761222,12.012,1.8,167.0,106.3,103.6,197.9613346085543,True,626953.0351085196,2544735.89587965,7.301001391548979,149.8061200206558,149.8061200206558,149.98392652868685,238.54430879629632,0.1498061200206558,238.54430879629632,20610228.28,0.0002722176738020479,False
2025,5,10,13,19,56.15,2025-05-10 13:19:56.150,1392,23.005707,-109.765609,11.752,1.8,186.0,121.2,118.2,222.003243219553,True,626503.7994844333,2544684.1617506184,-204.674192859654,549.2502125756417,549.2502125756417,586.1461603023076,238.55551099537035,0.5492502125756418,238.55551099537035,20611196.15,0.003659125285826602,False
2025,5,10,15,23,11.25,2025-05-10 15:23:11.250,1393,23.00624,-109.761873,11.615,1.7,182.2,115.4,108.2,215.67104580819372,True,626886.2182300641,2544746.4039115272,-39.2242030925067,198.9011231083533,198.9011231083533,202.73182996758675,238.64110243055555,0.19890112310835328,238.64110243055555,20618591.25,0.0004796842846109129,False
2025,5,10,16,11,26.09,2025-05-10 16:11:26.090,1395,22.999422,-109.756673,11.861,1.5,114.3,111.3,109.4,159.5373937357634,True,627425.5873477106,2543996.0401165993,884.6800560599225,179.77549293789207,179.77549293789207,902.7613358198554,238.67460752314815,0.17977549293789208,238.67460752314815,20621486.09,0.0003918149705604229,False
2025,5,10,16,13,59.74,2025-05-10 16:13:59.740,1396,23.000232,-109.758537,12.376,2.3,118.6,100.0,99.1,155.13207276382275,True,627233.770173711,2544084.1026363457,703.4154489560699,287.90494238051554,287.90494238051554,760.0543070578558,238.6763858796296,0.28790494238051556,238.6763858796296,20621639.74,0.0010048819697682293,False
2025,5,10,16,29,30.73,2025-05-10 16:29:30.730,1397,22.999898,-109.758512,12.059,1.8,114.3,100.0,101.5,151.86997728320102,True,627236.6457637296,2544047.1445587487,735.4948466919707,306.48129182060234,306.48129182060234,796.7957402913688,238.68716122685183,0.30648129182060235,238.68716122685183,20622570.729999997,0.0011386890541655718,False
2025,5,10,16,45,46.1,2025-05-10 16:45:46.100,1398,23.000346,-109.758968,12.244,1.8,111.9,98.5,100.4,149.07669167244086,True,627189.4866201915,2544096.350467345,668.227316113435,317.4487705610122,317.4487705610122,739.79826164358,238.6984502314815,0.31744877056101223,238.6984502314815,20623546.1,0.001221585771938345,False
2025,5,10,16,48,38.89,2025-05-10 16:48:38.890,1399,23.005314,-109.763534,11.534,1.8,185.3,121.0,138.4,221.30768174647713,True,626716.841325288,2544642.4421486673,-49.562607391356494,397.36951203976474,397.36951203976474,400.4484750253776,238.70045011574075,0.3973695120397647,238.70045011574075,20623718.89,0.0019140889422140576,False
